id,production_run_id,workstation_id,downtime_category,downtime_reason,start_timestamp,end_timestamp,duration_minutes,root_cause,corrective_action
225,56,29,Planned Maintenance,Scheduled PM,2024-01-05 16:27:00,2024-01-05 16:59:40,32.7,Process variation,Escalated to engineering
226,57,29,Material,Part shortage,2024-01-06 03:49:00,2024-01-06 03:54:34,5.6,Design flaw,Settings adjusted
227,57,30,Changeover,Fixture swap,2024-01-05 22:30:00,2024-01-05 22:56:01,26,Worn component,Root cause pending
228,57,28,Changeover,Tool change,2024-01-06 00:40:00,2024-01-06 01:24:18,44.3,Unknown,Root cause pending
229,58,43,Changeover,Model changeover,2024-01-05 06:40:00,2024-01-05 07:07:01,27,Worn component,Part replaced
230,58,49,Operator,Operator unavailable,2024-01-05 06:38:00,2024-01-05 07:00:34,22.6,Supplier issue,Escalated to engineering
231,58,41,Planned Maintenance,Calibration,2024-01-05 06:06:00,2024-01-05 06:48:15,42.3,Supplier issue,Part replaced
232,58,44,Equipment Failure,Sensor malfunction,2024-01-05 12:41:00,2024-01-05 13:07:11,26.2,Process variation,Settings adjusted
233,59,47,Equipment Failure,Motor failure,2024-01-05 16:42:00,2024-01-05 16:55:17,13.3,Worn component,Escalated to engineering
234,59,38,Planned Maintenance,Scheduled PM,2024-01-05 21:06:00,2024-01-05 21:26:54,20.9,Unknown,Temporary fix applied
235,59,37,Changeover,Fixture swap,2024-01-05 14:25:00,2024-01-05 14:49:43,24.7,Operator error,Operator retrained
236,60,39,Quality Hold,Inspection hold,2024-01-06 03:34:00,2024-01-06 03:52:11,18.2,Operator error,Temporary fix applied
237,60,37,Equipment Failure,Pneumatic failure,2024-01-06 03:04:00,2024-01-06 03:15:00,11,Operator error,Part replaced
238,60,47,Operator,Safety incident,2024-01-06 01:11:00,2024-01-06 01:34:11,23.2,Unknown,Root cause pending
239,60,38,Changeover,Tool change,2024-01-05 22:26:00,2024-01-05 22:51:24,25.4,Design flaw,Root cause pending
240,60,44,Other,IT system down,2024-01-06 00:24:00,2024-01-06 00:49:04,25.1,Process variation,Part replaced
241,61,8,Operator,Training,2024-01-08 11:23:00,2024-01-08 11:46:53,23.9,Unknown,Root cause pending
242,61,4,Material,Part shortage,2024-01-08 09:46:00,2024-01-08 09:56:46,10.8,Design flaw,Escalated to engineering
243,61,3,Other,Environmental issue,2024-01-08 10:18:00,2024-01-08 10:32:58,15,Worn component,Operator retrained
244,62,1,Equipment Failure,Motor failure,2024-01-08 18:23:00,2024-01-08 19:20:57,58,Design flaw,Settings adjusted
245,62,1,Quality Hold,Defect investigation,2024-01-08 15:48:00,2024-01-08 16:05:50,17.8,Process variation,Root cause pending
246,62,7,Changeover,Model changeover,2024-01-08 15:43:00,2024-01-08 16:08:27,25.5,Design flaw,Temporary fix applied
247,62,2,Quality Hold,Inspection hold,2024-01-08 19:10:00,2024-01-08 19:28:01,18,Process variation,Part replaced
248,62,3,Material,Material quality issue,2024-01-08 20:07:00,2024-01-08 20:21:19,14.3,Supplier issue,Settings adjusted
249,62,1,Changeover,Tool change,2024-01-08 19:32:00,2024-01-08 19:58:43,26.7,Process variation,Escalated to engineering
250,63,9,Changeover,Tool change,2024-01-08 22:23:00,2024-01-08 23:03:04,40.1,Process variation,Temporary fix applied
251,63,2,Other,Environmental issue,2024-01-09 04:42:00,2024-01-09 04:54:59,13,Worn component,Part replaced
252,64,17,Changeover,Tool change,2024-01-08 08:02:00,2024-01-08 08:21:18,19.3,Supplier issue,Operator retrained
253,64,19,Other,Environmental issue,2024-01-08 06:11:00,2024-01-08 06:25:44,14.7,Unknown,Part replaced
254,64,18,Material,Part shortage,2024-01-08 12:00:00,2024-01-08 12:17:26,17.4,Supplier issue,Part replaced
255,64,21,Quality Hold,Rework backlog,2024-01-08 12:53:00,2024-01-08 13:11:35,18.6,Design flaw,Operator retrained
256,64,13,Quality Hold,Inspection hold,2024-01-08 13:25:00,2024-01-08 13:47:04,22.1,Worn component,Root cause pending
257,65,13,Changeover,Tool change,2024-01-08 16:37:00,2024-01-08 16:54:54,17.9,Supplier issue,Root cause pending
258,65,20,Equipment Failure,Hydraulic leak,2024-01-08 14:26:00,2024-01-08 14:53:11,27.2,Worn component,Escalated to engineering
259,65,15,Changeover,Fixture swap,2024-01-08 17:51:00,2024-01-08 18:26:14,35.2,Process variation,Escalated to engineering
260,66,14,Quality Hold,Defect investigation,2024-01-09 01:53:00,2024-01-09 02:06:08,13.1,Worn component,Settings adjusted
261,66,19,Planned Maintenance,Calibration,2024-01-09 02:56:00,2024-01-09 03:17:12,21.2,Design flaw,Root cause pending
262,66,14,Other,Power fluctuation,2024-01-08 23:23:00,2024-01-08 23:32:24,9.4,Operator error,Operator retrained
263,66,15,Changeover,Model changeover,2024-01-09 00:11:00,2024-01-09 00:28:11,17.2,Supplier issue,Root cause pending
264,67,31,Changeover,Fixture swap,2024-01-08 07:29:00,2024-01-08 07:52:55,23.9,Supplier issue,Temporary fix applied
265,67,24,Changeover,Fixture swap,2024-01-08 10:29:00,2024-01-08 11:10:35,41.6,Design flaw,Root cause pending
266,67,34,Equipment Failure,Robot error,2024-01-08 07:54:00,2024-01-08 08:47:02,53,Design flaw,Part replaced
267,67,34,Changeover,Tool change,2024-01-08 06:21:00,2024-01-08 06:59:18,38.3,Unknown,Operator retrained
268,68,24,Quality Hold,Defect investigation,2024-01-08 20:12:00,2024-01-08 20:27:08,15.1,Supplier issue,Temporary fix applied
269,68,28,Changeover,Model changeover,2024-01-08 15:32:00,2024-01-08 16:15:24,43.4,Operator error,Part replaced
270,68,24,Operator,Safety incident,2024-01-08 19:36:00,2024-01-08 19:52:24,16.4,Design flaw,Root cause pending
271,68,25,Material,Material quality issue,2024-01-08 19:51:00,2024-01-08 20:19:44,28.7,Operator error,Part replaced
272,68,24,Planned Maintenance,Calibration,2024-01-08 18:09:00,2024-01-08 18:45:21,36.4,Worn component,Temporary fix applied
273,69,24,Equipment Failure,PLC fault,2024-01-09 03:32:00,2024-01-09 04:14:42,42.7,Worn component,Temporary fix applied
274,69,28,Operator,Operator unavailable,2024-01-08 23:58:00,2024-01-09 00:09:01,11,Design flaw,Escalated to engineering
275,69,32,Other,IT system down,2024-01-08 23:15:00,2024-01-08 23:27:09,12.2,Process variation,Temporary fix applied
276,69,27,Equipment Failure,Motor failure,2024-01-08 23:17:00,2024-01-08 23:52:51,35.9,Design flaw,Settings adjusted
277,70,41,Planned Maintenance,Scheduled PM,2024-01-08 12:48:00,2024-01-08 13:44:22,56.4,Unknown,Escalated to engineering
278,70,49,Equipment Failure,Pneumatic failure,2024-01-08 06:08:00,2024-01-08 06:42:30,34.5,Process variation,Operator retrained
279,70,40,Equipment Failure,Robot error,2024-01-08 12:37:00,2024-01-08 13:32:59,56,Supplier issue,Part replaced
280,70,37,Equipment Failure,PLC fault,2024-01-08 12:44:00,2024-01-08 13:11:40,27.7,Unknown,Root cause pending
281,71,38,Quality Hold,Rework backlog,2024-01-08 15:50:00,2024-01-08 16:07:16,17.3,Supplier issue,Root cause pending
282,71,47,Equipment Failure,Sensor malfunction,2024-01-08 20:06:00,2024-01-08 20:42:00,36,Design flaw,Root cause pending
283,71,48,Operator,Safety incident,2024-01-08 16:34:00,2024-01-08 16:56:50,22.8,Design flaw,Escalated to engineering
284,71,40,Quality Hold,Rework backlog,2024-01-08 15:07:00,2024-01-08 15:34:00,27,Unknown,Part replaced
285,72,49,Changeover,Model changeover,2024-01-09 05:27:00,2024-01-09 06:07:18,40.3,Worn component,Escalated to engineering
286,72,48,Equipment Failure,Robot error,2024-01-09 03:16:00,2024-01-09 03:49:52,33.9,Operator error,Part replaced
287,72,46,Operator,Training,2024-01-09 00:35:00,2024-01-09 00:49:14,14.2,Worn component,Operator retrained
288,72,47,Changeover,Model changeover,2024-01-08 23:31:00,2024-01-09 00:06:26,35.4,Process variation,Temporary fix applied
289,72,42,Changeover,Model changeover,2024-01-09 01:13:00,2024-01-09 01:45:14,32.2,Worn component,Settings adjusted
290,73,2,Quality Hold,Defect investigation,2024-01-09 10:41:00,2024-01-09 11:08:01,27,Unknown,Root cause pending
291,73,1,Changeover,Tool change,2024-01-09 12:20:00,2024-01-09 12:53:32,33.5,Design flaw,Settings adjusted
292,73,5,Changeover,Tool change,2024-01-09 06:56:00,2024-01-09 07:37:25,41.4,Unknown,Part replaced
293,73,7,Changeover,Tool change,2024-01-09 12:15:00,2024-01-09 12:45:33,30.6,Operator error,Root cause pending
294,73,3,Equipment Failure,Pneumatic failure,2024-01-09 10:48:00,2024-01-09 11:37:18,49.3,Design flaw,Escalated to engineering
295,73,10,Other,Power fluctuation,2024-01-09 06:44:00,2024-01-09 06:49:12,5.2,Worn component,Part replaced
296,74,4,Planned Maintenance,Scheduled PM,2024-01-09 15:50:00,2024-01-09 16:23:05,33.1,Design flaw,Escalated to engineering
297,74,2,Changeover,Tool change,2024-01-09 17:54:00,2024-01-09 18:12:40,18.7,Unknown,Temporary fix applied
298,75,5,Planned Maintenance,Lubrication,2024-01-10 01:19:00,2024-01-10 02:14:07,55.1,Operator error,Temporary fix applied
299,75,2,Changeover,Tool change,2024-01-10 01:41:00,2024-01-10 02:05:18,24.3,Worn component,Operator retrained
300,75,4,Material,Material quality issue,2024-01-10 02:31:00,2024-01-10 02:40:30,9.5,Worn component,Settings adjusted
301,75,8,Material,Part shortage,2024-01-10 01:35:00,2024-01-10 01:57:10,22.2,Design flaw,Operator retrained
302,75,7,Equipment Failure,PLC fault,2024-01-10 01:47:00,2024-01-10 02:01:53,14.9,Worn component,Root cause pending
303,76,13,Quality Hold,Rework backlog,2024-01-09 08:47:00,2024-01-09 09:02:09,15.2,Design flaw,Part replaced
304,76,17,Operator,Training,2024-01-09 11:06:00,2024-01-09 11:33:15,27.3,Supplier issue,Root cause pending
305,76,16,Changeover,Fixture swap,2024-01-09 13:19:00,2024-01-09 13:56:00,37,Operator error,Part replaced
306,77,16,Quality Hold,Inspection hold,2024-01-09 18:41:00,2024-01-09 18:50:17,9.3,Unknown,Part replaced
307,77,21,Operator,Safety incident,2024-01-09 15:49:00,2024-01-09 16:16:23,27.4,Design flaw,Part replaced
308,77,19,Material,Part shortage,2024-01-09 20:35:00,2024-01-09 20:45:17,10.3,Process variation,Part replaced
309,77,20,Planned Maintenance,Lubrication,2024-01-09 21:27:00,2024-01-09 21:55:08,28.1,Process variation,Operator retrained
310,78,15,Changeover,Tool change,2024-01-10 03:48:00,2024-01-10 04:05:04,17.1,Worn component,Operator retrained
311,78,20,Changeover,Model changeover,2024-01-09 23:30:00,2024-01-09 23:54:31,24.5,Process variation,Part replaced
312,78,18,Equipment Failure,PLC fault,2024-01-09 23:02:00,2024-01-09 23:28:44,26.7,Supplier issue,Part replaced
313,78,22,Material,Part shortage,2024-01-10 04:56:00,2024-01-10 05:23:44,27.7,Supplier issue,Settings adjusted
314,78,21,Operator,Safety incident,2024-01-10 00:01:00,2024-01-10 00:09:34,8.6,Process variation,Settings adjusted
315,79,33,Planned Maintenance,Calibration,2024-01-09 12:28:00,2024-01-09 13:18:50,50.8,Operator error,Part replaced
316,79,33,Equipment Failure,Motor failure,2024-01-09 11:51:00,2024-01-09 12:08:05,17.1,Operator error,Operator retrained
317,79,36,Equipment Failure,Pneumatic failure,2024-01-09 09:05:00,2024-01-09 09:20:42,15.7,Worn component,Root cause pending
318,80,26,Material,Part shortage,2024-01-09 20:27:00,2024-01-09 20:38:18,11.3,Supplier issue,Temporary fix applied
319,80,24,Operator,Safety incident,2024-01-09 16:51:00,2024-01-09 17:08:58,18,Unknown,Part replaced
320,80,31,Material,Wrong part delivered,2024-01-09 21:01:00,2024-01-09 21:06:28,5.5,Process variation,Operator retrained
321,80,32,Material,Material quality issue,2024-01-09 19:14:00,2024-01-09 19:26:43,12.7,Supplier issue,Part replaced
322,80,30,Operator,Safety incident,2024-01-09 14:29:00,2024-01-09 14:40:18,11.3,Worn component,Root cause pending
323,81,27,Equipment Failure,Hydraulic leak,2024-01-10 00:43:00,2024-01-10 01:08:42,25.7,Unknown,Part replaced
324,81,30,Equipment Failure,Motor failure,2024-01-10 01:57:00,2024-01-10 02:16:26,19.4,Supplier issue,Operator retrained
325,81,30,Material,Wrong part delivered,2024-01-10 05:28:00,2024-01-10 05:40:20,12.3,Operator error,Root cause pending
326,81,26,Equipment Failure,PLC fault,2024-01-10 03:22:00,2024-01-10 03:34:45,12.8,Unknown,Settings adjusted
327,82,40,Quality Hold,Rework backlog,2024-01-09 11:54:00,2024-01-09 12:03:28,9.5,Operator error,Part replaced
328,82,37,Equipment Failure,Pneumatic failure,2024-01-09 11:34:00,2024-01-09 12:23:44,49.7,Supplier issue,Part replaced
329,82,45,Equipment Failure,Motor failure,2024-01-09 12:31:00,2024-01-09 13:18:57,48,Unknown,Root cause pending
330,82,49,Equipment Failure,PLC fault,2024-01-09 06:34:00,2024-01-09 07:09:08,35.1,Worn component,Temporary fix applied
331,83,49,Equipment Failure,Robot error,2024-01-09 14:53:00,2024-01-09 15:24:47,31.8,Operator error,Operator retrained
332,83,38,Other,Environmental issue,2024-01-09 20:50:00,2024-01-09 21:08:06,18.1,Process variation,Part replaced
333,83,44,Equipment Failure,Hydraulic leak,2024-01-09 14:07:00,2024-01-09 14:47:57,41,Design flaw,Operator retrained
334,83,42,Operator,Safety incident,2024-01-09 16:55:00,2024-01-09 17:03:31,8.5,Unknown,Root cause pending
335,83,49,Material,Part shortage,2024-01-09 21:29:00,2024-01-09 21:57:14,28.2,Unknown,Root cause pending
336,84,38,Planned Maintenance,Lubrication,2024-01-10 04:52:00,2024-01-10 05:34:53,42.9,Process variation,Escalated to engineering
337,84,37,Quality Hold,Inspection hold,2024-01-10 05:08:00,2024-01-10 05:22:08,14.1,Operator error,Settings adjusted
338,84,42,Planned Maintenance,Scheduled PM,2024-01-09 23:26:00,2024-01-10 00:12:30,46.5,Process variation,Escalated to engineering
339,84,41,Quality Hold,Inspection hold,2024-01-10 00:44:00,2024-01-10 01:08:39,24.7,Process variation,Escalated to engineering
340,85,7,Equipment Failure,Motor failure,2024-01-10 12:34:00,2024-01-10 13:13:40,39.7,Operator error,Escalated to engineering
341,85,4,Changeover,Fixture swap,2024-01-10 06:28:00,2024-01-10 06:57:40,29.7,Worn component,Part replaced
342,85,11,Changeover,Model changeover,2024-01-10 07:22:00,2024-01-10 07:38:43,16.7,Process variation,Temporary fix applied
343,85,6,Planned Maintenance,Lubrication,2024-01-10 10:18:00,2024-01-10 10:54:22,36.4,Operator error,Temporary fix applied
344,85,11,Material,Part shortage,2024-01-10 07:04:00,2024-01-10 07:32:14,28.2,Supplier issue,Settings adjusted
345,85,10,Material,Material quality issue,2024-01-10 08:14:00,2024-01-10 08:24:57,11,Design flaw,Escalated to engineering
346,86,9,Planned Maintenance,Lubrication,2024-01-10 19:31:00,2024-01-10 20:05:04,34.1,Design flaw,Temporary fix applied
347,86,10,Equipment Failure,Motor failure,2024-01-10 21:06:00,2024-01-10 21:52:10,46.2,Design flaw,Root cause pending
348,86,4,Material,Part shortage,2024-01-10 19:07:00,2024-01-10 19:21:37,14.6,Unknown,Operator retrained
349,86,12,Equipment Failure,PLC fault,2024-01-10 18:47:00,2024-01-10 19:13:15,26.3,Design flaw,Settings adjusted
350,86,12,Material,Wrong part delivered,2024-01-10 14:20:00,2024-01-10 14:45:07,25.1,Supplier issue,Part replaced
351,87,9,Quality Hold,Inspection hold,2024-01-10 22:26:00,2024-01-10 22:54:10,28.2,Unknown,Temporary fix applied
352,87,7,Equipment Failure,Sensor malfunction,2024-01-10 23:13:00,2024-01-11 00:09:28,56.5,Supplier issue,Settings adjusted
353,87,8,Equipment Failure,Hydraulic leak,2024-01-11 00:03:00,2024-01-11 00:47:00,44,Supplier issue,Root cause pending
354,88,18,Equipment Failure,Sensor malfunction,2024-01-10 11:49:00,2024-01-10 12:35:03,46.1,Process variation,Escalated to engineering
355,88,22,Material,Part shortage,2024-01-10 11:27:00,2024-01-10 11:46:18,19.3,Design flaw,Operator retrained
356,89,22,Changeover,Tool change,2024-01-10 14:51:00,2024-01-10 15:14:28,23.5,Unknown,Root cause pending
357,89,22,Changeover,Tool change,2024-01-10 16:55:00,2024-01-10 17:28:32,33.5,Process variation,Operator retrained
358,89,17,Equipment Failure,PLC fault,2024-01-10 17:12:00,2024-01-10 18:11:09,59.2,Process variation,Part replaced
359,89,13,Changeover,Tool change,2024-01-10 20:29:00,2024-01-10 21:06:46,37.8,Worn component,Temporary fix applied
360,89,22,Material,Material quality issue,2024-01-10 16:41:00,2024-01-10 16:56:44,15.7,Supplier issue,Part replaced
361,90,13,Equipment Failure,PLC fault,2024-01-11 03:37:00,2024-01-11 04:00:38,23.6,Design flaw,Operator retrained
362,90,22,Equipment Failure,Hydraulic leak,2024-01-11 04:41:00,2024-01-11 05:36:04,55.1,Design flaw,Part replaced
363,90,16,Planned Maintenance,Scheduled PM,2024-01-11 02:29:00,2024-01-11 03:28:05,59.1,Supplier issue,Root cause pending
364,90,19,Changeover,Fixture swap,2024-01-11 03:14:00,2024-01-11 03:36:21,22.4,Design flaw,Settings adjusted
365,90,15,Equipment Failure,Pneumatic failure,2024-01-11 01:54:00,2024-01-11 02:50:38,56.6,Supplier issue,Temporary fix applied
366,90,22,Quality Hold,Defect investigation,2024-01-11 01:14:00,2024-01-11 01:27:58,14,Design flaw,Settings adjusted
367,91,36,Changeover,Fixture swap,2024-01-10 08:35:00,2024-01-10 08:52:59,18,Design flaw,Part replaced
368,91,32,Planned Maintenance,Lubrication,2024-01-10 12:29:00,2024-01-10 13:09:57,41,Process variation,Temporary fix applied
369,91,36,Changeover,Tool change,2024-01-10 08:39:00,2024-01-10 09:12:29,33.5,Operator error,Operator retrained
370,91,35,Quality Hold,Inspection hold,2024-01-10 08:15:00,2024-01-10 08:33:23,18.4,Worn component,Settings adjusted
371,92,32,Material,Wrong part delivered,2024-01-10 18:06:00,2024-01-10 18:13:02,7,Design flaw,Part replaced
372,92,25,Changeover,Fixture swap,2024-01-10 14:20:00,2024-01-10 14:35:20,15.3,Worn component,Settings adjusted
373,93,32,Changeover,Fixture swap,2024-01-11 02:29:00,2024-01-11 02:58:51,29.9,Worn component,Root cause pending
374,93,29,Quality Hold,Inspection hold,2024-01-10 22:47:00,2024-01-10 23:14:29,27.5,Supplier issue,Root cause pending
375,93,29,Equipment Failure,Hydraulic leak,2024-01-11 03:15:00,2024-01-11 03:42:08,27.1,Process variation,Root cause pending
376,93,32,Quality Hold,Inspection hold,2024-01-11 00:20:00,2024-01-11 00:43:33,23.6,Operator error,Part replaced
377,93,35,Equipment Failure,Motor failure,2024-01-11 02:16:00,2024-01-11 02:31:02,15,Design flaw,Escalated to engineering
378,94,42,Changeover,Tool change,2024-01-10 06:04:00,2024-01-10 06:43:05,39.1,Supplier issue,Part replaced
379,94,43,Other,Power fluctuation,2024-01-10 09:42:00,2024-01-10 10:01:43,19.7,Design flaw,Operator retrained
380,94,43,Equipment Failure,Motor failure,2024-01-10 09:05:00,2024-01-10 09:25:57,21,Process variation,Escalated to engineering
381,94,37,Material,Material quality issue,2024-01-10 07:19:00,2024-01-10 07:38:56,19.9,Process variation,Settings adjusted
382,95,47,Quality Hold,Defect investigation,2024-01-10 16:06:00,2024-01-10 16:32:05,26.1,Unknown,Operator retrained
383,95,47,Equipment Failure,Robot error,2024-01-10 20:16:00,2024-01-10 21:09:17,53.3,Unknown,Escalated to engineering
384,95,39,Equipment Failure,Hydraulic leak,2024-01-10 16:25:00,2024-01-10 17:18:54,53.9,Operator error,Settings adjusted
385,95,43,Material,Wrong part delivered,2024-01-10 21:29:00,2024-01-10 21:40:31,11.5,Unknown,Settings adjusted
386,96,42,Operator,Operator unavailable,2024-01-11 01:31:00,2024-01-11 01:52:30,21.5,Operator error,Root cause pending
387,96,46,Quality Hold,Inspection hold,2024-01-11 00:08:00,2024-01-11 00:31:31,23.5,Supplier issue,Escalated to engineering
388,96,42,Equipment Failure,Motor failure,2024-01-11 01:14:00,2024-01-11 02:07:30,53.5,Worn component,Operator retrained
389,96,38,Other,Environmental issue,2024-01-11 00:20:00,2024-01-11 00:41:05,21.1,Unknown,Part replaced
390,96,42,Changeover,Fixture swap,2024-01-11 04:51:00,2024-01-11 05:26:15,35.3,Design flaw,Part replaced
391,97,12,Operator,Training,2024-01-11 10:58:00,2024-01-11 11:14:13,16.2,Process variation,Escalated to engineering
392,97,12,Operator,Operator unavailable,2024-01-11 12:45:00,2024-01-11 13:10:44,25.7,Operator error,Root cause pending
393,97,2,Quality Hold,Rework backlog,2024-01-11 06:11:00,2024-01-11 06:39:29,28.5,Unknown,Operator retrained
394,97,3,Changeover,Fixture swap,2024-01-11 07:31:00,2024-01-11 07:51:49,20.8,Process variation,Settings adjusted
395,97,7,Changeover,Fixture swap,2024-01-11 13:21:00,2024-01-11 14:03:45,42.8,Operator error,Root cause pending
396,97,4,Quality Hold,Rework backlog,2024-01-11 13:29:00,2024-01-11 13:41:00,12,Supplier issue,Part replaced
397,98,8,Changeover,Tool change,2024-01-11 18:31:00,2024-01-11 19:06:39,35.7,Design flaw,Temporary fix applied
398,98,7,Equipment Failure,PLC fault,2024-01-11 16:58:00,2024-01-11 17:43:10,45.2,Worn component,Part replaced
399,98,6,Other,Power fluctuation,2024-01-11 19:34:00,2024-01-11 19:51:08,17.1,Process variation,Part replaced
400,98,5,Equipment Failure,Sensor malfunction,2024-01-11 16:25:00,2024-01-11 17:12:40,47.7,Design flaw,Temporary fix applied
401,98,1,Changeover,Model changeover,2024-01-11 18:19:00,2024-01-11 18:56:59,38,Process variation,Root cause pending
402,99,11,Equipment Failure,Robot error,2024-01-11 22:39:00,2024-01-11 23:02:23,23.4,Operator error,Temporary fix applied
403,99,1,Planned Maintenance,Scheduled PM,2024-01-11 22:27:00,2024-01-11 23:24:25,57.4,Process variation,Escalated to engineering
404,99,2,Other,Environmental issue,2024-01-12 01:57:00,2024-01-12 02:18:20,21.3,Worn component,Settings adjusted
405,99,1,Other,Environmental issue,2024-01-11 23:27:00,2024-01-11 23:33:54,6.9,Design flaw,Part replaced
406,99,11,Changeover,Tool change,2024-01-11 22:06:00,2024-01-11 22:42:56,36.9,Operator error,Root cause pending
407,100,18,Changeover,Tool change,2024-01-11 10:27:00,2024-01-11 10:45:03,18.1,Process variation,Settings adjusted
408,100,18,Operator,Safety incident,2024-01-11 08:15:00,2024-01-11 08:30:59,16,Supplier issue,Temporary fix applied
409,101,15,Quality Hold,Inspection hold,2024-01-11 17:29:00,2024-01-11 17:56:33,27.6,Operator error,Part replaced
410,101,20,Equipment Failure,Motor failure,2024-01-11 15:02:00,2024-01-11 15:53:48,51.8,Unknown,Operator retrained
411,102,18,Material,Part shortage,2024-01-12 04:42:00,2024-01-12 05:02:19,20.3,Unknown,Root cause pending
412,102,16,Operator,Operator unavailable,2024-01-12 00:21:00,2024-01-12 00:50:07,29.1,Process variation,Temporary fix applied
413,102,22,Quality Hold,Rework backlog,2024-01-11 22:56:00,2024-01-11 23:19:50,23.8,Design flaw,Root cause pending
414,102,16,Equipment Failure,Motor failure,2024-01-12 02:12:00,2024-01-12 02:34:01,22,Process variation,Operator retrained
415,103,25,Other,Power fluctuation,2024-01-11 11:55:00,2024-01-11 12:15:54,20.9,Supplier issue,Part replaced
416,103,35,Equipment Failure,Robot error,2024-01-11 13:14:00,2024-01-11 14:09:04,55.1,Worn component,Escalated to engineering
417,103,23,Changeover,Fixture swap,2024-01-11 07:28:00,2024-01-11 07:56:56,28.9,Worn component,Temporary fix applied
418,103,24,Equipment Failure,Robot error,2024-01-11 09:40:00,2024-01-11 09:55:15,15.3,Design flaw,Part replaced
419,104,30,Quality Hold,Defect investigation,2024-01-11 19:16:00,2024-01-11 19:45:46,29.8,Design flaw,Settings adjusted
420,104,29,Equipment Failure,Sensor malfunction,2024-01-11 15:35:00,2024-01-11 15:56:06,21.1,Unknown,Root cause pending
421,104,25,Other,Environmental issue,2024-01-11 15:30:00,2024-01-11 15:58:27,28.5,Process variation,Root cause pending
422,104,31,Planned Maintenance,Lubrication,2024-01-11 21:02:00,2024-01-11 21:39:22,37.4,Unknown,Part replaced
423,104,29,Equipment Failure,Robot error,2024-01-11 15:56:00,2024-01-11 16:49:59,54,Worn component,Root cause pending
424,104,29,Changeover,Fixture swap,2024-01-11 18:20:00,2024-01-11 18:43:18,23.3,Process variation,Settings adjusted
425,105,25,Equipment Failure,Pneumatic failure,2024-01-12 05:17:00,2024-01-12 05:33:23,16.4,Process variation,Temporary fix applied
426,105,25,Other,Power fluctuation,2024-01-11 23:59:00,2024-01-12 00:13:05,14.1,Worn component,Temporary fix applied
427,106,39,Planned Maintenance,Lubrication,2024-01-11 06:06:00,2024-01-11 06:47:12,41.2,Worn component,Escalated to engineering
428,106,41,Material,Part shortage,2024-01-11 09:39:00,2024-01-11 09:56:20,17.3,Supplier issue,Operator retrained
429,106,43,Equipment Failure,Sensor malfunction,2024-01-11 13:07:00,2024-01-11 13:53:43,46.7,Supplier issue,Root cause pending
430,106,47,Equipment Failure,Robot error,2024-01-11 07:15:00,2024-01-11 07:52:27,37.5,Supplier issue,Settings adjusted
431,107,43,Equipment Failure,Motor failure,2024-01-11 16:37:00,2024-01-11 17:18:57,42,Unknown,Escalated to engineering
432,107,37,Equipment Failure,Sensor malfunction,2024-01-11 14:03:00,2024-01-11 14:24:41,21.7,Worn component,Settings adjusted
433,107,44,Changeover,Model changeover,2024-01-11 14:28:00,2024-01-11 15:11:59,44,Operator error,Escalated to engineering
434,107,42,Planned Maintenance,Lubrication,2024-01-11 16:09:00,2024-01-11 16:32:26,23.4,Unknown,Root cause pending
435,107,45,Quality Hold,Inspection hold,2024-01-11 14:29:00,2024-01-11 14:52:11,23.2,Worn component,Root cause pending
436,108,48,Changeover,Fixture swap,2024-01-11 23:05:00,2024-01-11 23:36:47,31.8,Process variation,Part replaced
437,108,49,Changeover,Model changeover,2024-01-12 05:22:00,2024-01-12 05:43:48,21.8,Supplier issue,Root cause pending
438,108,41,Quality Hold,Inspection hold,2024-01-12 05:07:00,2024-01-12 05:35:08,28.1,Supplier issue,Root cause pending
439,108,47,Equipment Failure,Robot error,2024-01-11 22:26:00,2024-01-11 22:46:16,20.3,Process variation,Settings adjusted
440,108,38,Material,Part shortage,2024-01-11 22:06:00,2024-01-11 22:21:08,15.1,Design flaw,Root cause pending
441,108,40,Material,Part shortage,2024-01-12 00:30:00,2024-01-12 00:53:52,23.9,Supplier issue,Operator retrained
442,109,12,Other,Power fluctuation,2024-01-12 09:41:00,2024-01-12 10:01:21,20.4,Unknown,Settings adjusted
443,109,7,Planned Maintenance,Lubrication,2024-01-12 13:29:00,2024-01-12 14:10:06,41.1,Design flaw,Temporary fix applied
444,109,7,Operator,Training,2024-01-12 12:07:00,2024-01-12 12:30:23,23.4,Worn component,Root cause pending
445,110,3,Planned Maintenance,Lubrication,2024-01-12 16:24:00,2024-01-12 17:23:20,59.3,Design flaw,Part replaced
446,110,4,Equipment Failure,Robot error,2024-01-12 19:43:00,2024-01-12 20:36:27,53.5,Unknown,Temporary fix applied
447,111,9,Changeover,Fixture swap,2024-01-13 02:43:00,2024-01-13 03:19:48,36.8,Unknown,Escalated to engineering
448,111,3,Equipment Failure,Pneumatic failure,2024-01-13 05:06:00,2024-01-13 05:33:34,27.6,Unknown,Root cause pending
449,111,8,Equipment Failure,Sensor malfunction,2024-01-13 04:16:00,2024-01-13 04:26:39,10.7,Unknown,Temporary fix applied
450,111,6,Equipment Failure,Robot error,2024-01-13 01:19:00,2024-01-13 01:57:07,38.1,Unknown,Settings adjusted
451,111,3,Changeover,Model changeover,2024-01-13 04:16:00,2024-01-13 04:36:51,20.9,Process variation,Escalated to engineering
